"VT" "OTU" "E3.BT" "E5.BT" "T1BT.BE" "E9.BE" "T3BT.BE" "E10.BT" "E7.BE" "T4BT.BE" "E8.BE" "E8.BT" "E13.BE" "P4E2.SR3.R4" "E16.BT" "E13.BT" "E6.BT" "T4BT.BT" "E12.BE" "E2.BT" "T2BT.BT" "E2.BE" "B2P3.MV4" "B1P7.MV4" "E15.BT" "T5BT.BE" "T1BT.BT" "T2BT.BE" "E16.BE" "E14.BE" "E1.BT" "E15.BE" "E1.BE" "E12.BT" "E4.BT" "E11.BT" "E11.BE" "E9.BT" "E17.BE" "E14.BT" "E7.BT" "T1.MV4" "B2P2.MV8" "B1P3.MV8" "B3P4.MV4" "B3P1.MV8" "B3P7.MV4" "B3P3.MV8" "T5.MV4" "B3P6.MV8" "P4E1.SR3.R4" "B2P1.MV8" "B3P5.MV8" "B2P4.MV4" "T1.SR3.R4" "T3.MV8" "B1P2.MV8" "T4.MV8" "T5.MV8" "B3P7.MV8" "B3P2.MV8" "B2P7.MV4" "B3P5.MV4" "T1.MV8" "P1E1.SR3.R4" "B3P2.MV4" "P1E3.SR3.R4" "B1P6.MV4" "B3P6.MV4" "B1P5.MV8" "B1P3.MV4" "B3P1.MV4" "T2.MV4" "B1P7.MV8" "T4.SR3.R4" "B3P4.MV8" "T4.MV4" "B2P6.MV4" "P3E1.SR3.R4" "B2P1.MV4" "B2P4.MV8" "P5E3.SR3R4" "P3E4.SR3.R4" "B1P1.MV8" "B1P8.MV8" "B2P6.MV8" "B1P4.MV8" "B1P4.MV4" "T2.MV8" "B2P5.MV4" "B2P2.MV4" "T3.MV4" "B2P8.MV8" "B1P6.MV8" "B1P1.MV4" "B1P5.MV4" "B2P3.MV8" "B3P3.MV4" "P5E2.SR3.R4" "B2P5.MV8" "B2P7.MV8" "P3E3.SR3.R4" "P1E4.SR3.R4" "P3E2.SR3.R4" "T6.SR3.R4" "T5.SR3.R4" "P2E3.SR3.R4" "P5E1.SR3.R4" "P4E4.SR3.R4" "P2E1.SR3.R4" "T3.SR3.R4" "T2.SR3.R4" "P5E4.SR3.R4" "P1E2.SR3.R4" "P2E4.SR3.R4" "P4E3.SR3.R4" "P2E2.SR3.R4" "B1P2.MV4" "OTU.phylogeny"
"VTX00287" "OTU5.26405195323495e+32" 0 0 52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 0 0 0 0 0 0 0 0 0 0 0 54 0 1 0 0 1 69 208 85 638 0 0 0 0 0 0 1 0 0 0 0 0 0 197 0 0 0 0 0 0 132 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 43 1136 0 0 0 0 0 2176 795 266 1 0 0 4 9 1161 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00287" "OTU7.51341228521135e+32" 0 0 67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 181 0 0 0 1 0 0 218 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 122 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 4 0 0 0 0 0 10 1877 1 0 0 0 62 0 1 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00287" "OTU4.20186509277855e+32" 0 0 58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 84 0 0 0 0 2 0 58 0 124 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 86 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 291 0 0 0 0 0 1 0 84 0 0 0 111 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00309" "OTU6.69761449131233e+32" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77 0 0 0 0 0 0 0 2 0 1 0 10 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 1 0 6 0 12 6 50 3 66 0 0 8 0 4 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00309" "OTU6.56554253480671e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 230 0 0 0 0 0 0 0 1 0 1 0 3 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 43 2 0 5 0 46 1 65 4 107 0 0 8 0 4 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00309" "OTU7.37929372570534e+31" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 0 0 1 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00309" "OTU7.10151498775083e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00309" "OTU4.53654194098263e+32" 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 1 0 0 0 0 0 2 0 0 0 0 0 5 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 68 9 0 0 0 2 0 21 2 17 0 0 5 0 1 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa"
"VTX00309" "OTU5.81599422532488e+32" 1 0 0 0 0 0 0 0 0 0 0 55 0 0 0 0 0 0 0 1 0 0 1 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2421 0 1 0 1 1 4 0 96 0 128 0 1559 0 0 0 0 2 0 0 151 0 1 0 2 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 2397 166 0 208 0 1995 272 4985 226 1783 0 0 446 0 224 1 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00309" "OTU7.13312549308426e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00309" "OTU8.69808738105604e+31" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 821 0 0 0 0 0 1 0 0 0 0 0 397 0 0 0 0 0 0 0 0 1 0 0 71 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 166 0 0 3 0 6 0 97 1 4 0 1 154 0 2 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00309" "OTU4.86309929518388e+32" 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 1 0 1 0 0 0 53 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 219 47 0 0 0 4 0 437 0 346 0 161 93 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00309" "OTU4.30060994762922e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00309" "OTU9.55013859624937e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1 0 0 0 3 0 10 1 23 0 0 0 0 3 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00309" "OTU6.79531223341339e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 2 0 0 6 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00318" "OTU9.46613827371742e+32" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 9 0 0 0 5 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 13 3 7 21 13 0 11 6 8 70 0 17 2 0 15 19 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; D_11__; D_12__; D_13__; D_14__"
"VTX00318" "OTU9.68779767608854e+32" 11 4 0 25 2 0 0 15 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 1 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 928 3 0 0 0 0 0 0 0 0 241 0 0 0 0 1 0 0 0 0 265 0 0 0 333 0 0 0 763 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 456 0 0 389 184 341 853 341 23 408 561 572 959 0 1205 174 33 791 1272 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; D_11__; D_12__; D_13__; D_14__"
"VTX00318" "OTU6.50386075882096e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 4 3 0 0 0 0 0 0 8 0 0 0 2 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; D_11__; D_12__; D_13__; D_14__"
"VTX00326" "OTU3.43369312258186e+32" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 2 0 0 0 0 0 0 0 0 159 0 0 6 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00326" "OTU5.04403943954564e+32" 0 0 0 0 0 4 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 5 1 0 0 0 0 1 0 0 0 0 20 0 10 5 0 0 3 0 11 9 20 32 0 0 14 0 0 0 0 4 27 21 0 0 1 0 0 2 0 0 0 3 3 6 0 3 0 5 0 0 0 2 24 0 0 0 1 2 0 0 0 3 1 0 2 2 0 1 0 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00326" "OTU5.16170927173683e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00326" "OTU6.36541741865933e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00326" "OTU2.7175094641688e+32" 0 0 0 0 0 1 0 4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 41 0 58 0 1 0 0 0 1 13 63 66 0 0 9 0 0 0 0 7 15 8 0 0 0 0 0 4 0 0 0 0 0 8 0 6 0 16 1 0 0 2 9 0 6 0 4 1 0 0 0 0 16 0 4 11 0 1 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; D_8__uncultured Glomus; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00333" "OTU4.150631410979e+32" 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 6 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 2 2 2 75 0 0 0 0 0 0 0 0 6 7 0 0 0 0 0 0 0 0 0 2 0 1 0 3 0 4 1 0 0 0 3 0 4 0 1 0 0 0 0 0 3 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00340" "OTU2.69899308149832e+32" 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 5 0 0 0 0 0 0 0 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; D_11__; D_12__; D_13__; D_14__"
"VTX00340" "OTU4.09353618776223e+31" 2 1 0 3 9 4 2 5 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 37 2 3 4 1 0 26 0 0 0 0 5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; D_11__; D_12__; D_13__; D_14__"
"VTX00340" "OTU8.66079470838695e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; D_11__; D_12__; D_13__; D_14__"
"VTX00342" "OTU7.45709379885334e+32" 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 4 2 0 1 0 15 0 1 0 4 7 0 3 4 3 0 7 0 0 0 0 1 11 0 16 5 1 3 0 0 0 0 0 0 2 0 0 1 0 0 0 0 2 0 11 9 16 8 0 6 2 6 1 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00344" "OTU3.14958715905998e+32" 1 2 24 2 0 1 8 18 8 5 3 0 0 0 0 2 2 0 0 3 11 1 0 11 0 19 12 3 0 6 1 0 0 0 13 0 15 0 1 1 14 10 7 5 4 16 24 15 0 6 12 2 0 16 10 16 13 16 9 9 8 19 0 2 4 15 32 4 11 15 16 8 7 14 27 5 8 7 21 0 0 7 14 17 0 18 18 9 9 6 18 5 7 4 19 4 1 4 34 11 3 13 4 4 1 0 0 3 3 0 1 0 4 3 0 3 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00344" "OTU7.57393417225213e+32" 1 3 132 15 13 6 118 165 57 51 27 8 0 0 1 4 99 0 0 52 196 22 0 65 1 237 51 10 1 80 5 1 3 0 169 1 80 7 1 2 79 65 103 37 165 241 78 105 0 129 238 29 0 180 225 159 251 189 173 16 111 77 3 41 107 66 125 140 172 53 39 97 95 287 46 75 95 31 107 6 6 76 213 184 0 36 293 30 108 85 153 92 46 119 35 165 11 135 120 116 104 81 31 90 1 6 0 47 43 50 45 11 119 24 0 56 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa"
"VTX00366" "OTU3.51225925780238e+32" 7 10 126 9 5 3 21 81 1 2 3 0 0 0 0 0 2 0 4 434 0 0 0 7 0 22 8 3 1 5 2 1 6 1 8 0 11 0 0 0 0 0 132 0 740 6 0 0 0 0 0 0 0 0 0 0 0 1 0 0 18 55 0 0 0 0 0 0 0 0 0 0 0 0 1 73 1 0 0 0 0 0 2 0 0 0 0 0 0 0 14 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 15 0 9 3 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales; Ambiguous_taxa"
"VTX00366" "OTU6.52370560711905e+32" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Glomerales"
"VTX00380" "OTU4.76558918434005e+32" 0 9 0 5 22 0 4 4 13 26 0 0 2 2 4 0 0 0 0 0 5 133 0 66 0 0 8 14 0 36 2 2 3 2 1 0 9 0 14 23 67 14 4 26 2 0 1 4 0 14 0 40 0 45 16 43 1 21 1 138 18 90 1 3 0 98 95 0 3 5 54 10 0 0 22 0 0 116 28 0 0 73 5 2 19 11 19 179 4 4 14 50 10 6 67 1 0 8 57 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes"
