"VT" "OTU" "E3.BT" "E5.BT" "T1BT.BE" "E9.BE" "T3BT.BE" "E10.BT" "E7.BE" "T4BT.BE" "E8.BE" "E8.BT" "E13.BE" "P4E2.SR3.R4" "E16.BT" "E13.BT" "E6.BT" "T4BT.BT" "E12.BE" "E2.BT" "T2BT.BT" "E2.BE" "B2P3.MV4" "B1P7.MV4" "E15.BT" "T5BT.BE" "T1BT.BT" "T2BT.BE" "E16.BE" "E14.BE" "E1.BT" "E15.BE" "E1.BE" "E12.BT" "E4.BT" "E11.BT" "E11.BE" "E9.BT" "E17.BE" "E14.BT" "E7.BT" "T1.MV4" "B2P2.MV8" "B1P3.MV8" "B3P4.MV4" "B3P1.MV8" "B3P7.MV4" "B3P3.MV8" "T5.MV4" "B3P6.MV8" "P4E1.SR3.R4" "B2P1.MV8" "B3P5.MV8" "B2P4.MV4" "T1.SR3.R4" "T3.MV8" "B1P2.MV8" "T4.MV8" "T5.MV8" "B3P7.MV8" "B3P2.MV8" "B2P7.MV4" "B3P5.MV4" "T1.MV8" "P1E1.SR3.R4" "B3P2.MV4" "P1E3.SR3.R4" "B1P6.MV4" "B3P6.MV4" "B1P5.MV8" "B1P3.MV4" "B3P1.MV4" "T2.MV4" "B1P7.MV8" "T4.SR3.R4" "B3P4.MV8" "T4.MV4" "B2P6.MV4" "P3E1.SR3.R4" "B2P1.MV4" "B2P4.MV8" "P5E3.SR3R4" "P3E4.SR3.R4" "B1P1.MV8" "B1P8.MV8" "B2P6.MV8" "B1P4.MV8" "B1P4.MV4" "T2.MV8" "B2P5.MV4" "B2P2.MV4" "T3.MV4" "B2P8.MV8" "B1P6.MV8" "B1P1.MV4" "B1P5.MV4" "B2P3.MV8" "B3P3.MV4" "P5E2.SR3.R4" "B2P5.MV8" "B2P7.MV8" "P3E3.SR3.R4" "P1E4.SR3.R4" "P3E2.SR3.R4" "T6.SR3.R4" "T5.SR3.R4" "P2E3.SR3.R4" "P5E1.SR3.R4" "P4E4.SR3.R4" "P2E1.SR3.R4" "T3.SR3.R4" "T2.SR3.R4" "P5E4.SR3.R4" "P1E2.SR3.R4" "P2E4.SR3.R4" "P4E3.SR3.R4" "P2E2.SR3.R4" "B1P2.MV4" "OTU.phylogeny"
"VTX00026" "OTU1.1558242067025e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 19 0 2 2 27 75 1 2 0 54 0 0 16 0 0 0 0 0 5 33 0 0 0 0 0 0 0 0 1 351 2 0 0 16 0 3 0 17 1 0 0 0 1 0 0 0 0 0 0 0 2 0 0 8 4 1 24 17 14 26 6 17 8 43 8 17 5 2 132 1 0 65 1 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Archaeosporales; Ambiguous_taxa; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00026" "OTU3.62761736871807e+32" 0 8 0 0 0 8 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 456 0 0 1 9 41 18 0 54 237 0 272 607 0 68 236 0 247 0 415 1 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Archaeosporales"
"VTX00026" "OTU8.08041996660229e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 0 0 14 0 1 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Archaeosporales; Ambiguous_taxa; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00026" "OTU8.19986595007862e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 4 0 0 0 5 158 0 0 0 0 0 0 8 0 0 0 0 0 2 38 0 0 0 0 2 0 0 0 0 143 3 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 2 7 20 0 0 0 200 0 0 2 0 36 8 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Archaeosporales"
"VTX00026" "OTU5.78373431322785e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 10 3 24 3 5 2 10 0 19 30 2 1 4 31 4 19 44 2 1 5 21 11 2 74 10 7 24 4 0 3 50 18 22 0 0 3 0 8 0 0 4 8 4 0 2 66 9 13 1 21 25 13 4 0 1 5 2 2 5 35 0 0 5 1 12 17 0 20 3 5 76 23 4 0 15 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; D_11__; D_12__; D_13__; D_14__"
"VTX00026" "OTU1.4423344672425e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Archaeosporales"
"VTX00026" "OTU2.47078332824994e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Archaeosporales"
"VTX00026" "OTU7.16356932848552e+32" 0 0 0 0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 109 1 0 0 0 0 0 0 0 0 0 0 0 7 0 148 0 0 0 0 0 1 0 0 0 135 0 0 0 6 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 25 2 0 1 0 2 0 4 133 2 160 89 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Archaeosporales"
"VTX00026" "OTU6.13514447844306e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 45 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 4 0 1 69 4 3 1 31 6 29 24 0 32 4 2 9 56 36 5 0 7 12 21 0 4 1 2 3 1 0 0 35 62 21 0 2 0 0 11 0 2 39 1 8 0 1 2 0 1 0 3 0 1 1 2 3 0 5 3 6 21 0 4 1 0 1 34 0 7 19 2 72 23 0 0 18 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; D_11__; D_12__; D_13__; D_14__"
"VTX00026" "OTU2.1266323296274e+30" 0 0 0 0 23 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 1 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Archaeosporales"
"VTX00026" "OTU8.63073663368183e+32" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 28 17 2 53 1 19 7 6 1 54 37 3 72 5 43 8 80 82 1 0 14 13 8 1 55 8 9 24 6 1 0 96 7 24 0 5 3 0 4 0 5 6 31 11 0 2 52 2 7 1 21 24 19 15 3 5 7 9 9 10 42 2 33 14 0 23 38 0 25 7 0 100 35 2 0 18 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa"
"VTX00026" "OTU3.95394633574426e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 1 0 5 0 2 0 1 0 0 0 0 2 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Archaeosporales; Ambiguous_taxa; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00026" "OTU1.21948907653543e+32" 0 0 0 0 0 0 0 0 1 2 0 0 0 1 1 0 1 0 0 0 47 402 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 1 0 16 113 58 52 302 23 83 52 119 123 300 384 5 509 40 478 109 372 566 58 9 57 210 303 69 847 111 181 196 40 3 19 612 178 224 0 37 14 19 62 0 83 77 293 152 0 40 749 91 78 7 235 193 64 57 26 44 19 143 76 98 622 2 76 199 1 104 816 0 120 120 29 1088 378 45 12 135 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; D_11__; D_12__; D_13__; D_14__"
"VTX00026" "OTU3.65581978040996e+32" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 0 0 0 2 16 0 0 0 6 1 0 6 0 0 0 0 1 0 3 0 0 0 0 1 0 0 0 0 44 1 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 2 0 1 0 3 0 8 1 3 33 0 2 3 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Archaeosporales; Ambiguous_taxa; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00026" "OTU9.05267788270549e+31" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 24 1 0 0 10 0 1 0 4 0 6 10 3 0 7 10 0 6 13 13 7 0 3 0 1 0 0 0 5 19 32 0 2 0 0 2 0 0 5 4 7 0 0 1 0 2 2 1 1 0 0 0 0 0 13 4 0 0 0 0 0 0 1 5 0 0 23 19 25 19 0 0 3 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa"
"VTX00026" "OTU2.62833775425353e+32" 0 0 0 0 1 0 0 0 0 0 0 21 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 120 1 0 173 106 0 2 6 233 919 12 12 0 1043 5 0 215 6 4 1 1 28 77 341 0 2 0 7 16 2 0 0 4 1939 31 1 0 215 1 74 2 266 6 0 0 0 3 0 0 0 0 0 0 2 1 0 14 26 66 0 146 148 132 391 75 139 44 408 20 298 38 235 1262 44 20 457 229 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Archaeosporales; Ambiguous_taxa; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__"
"VTX00028" "OTU5.35849743823746e+30" 2 0 0 0 4 0 1 1 2 2 0 30782 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 3 3 0 0 0 2 2 2 0 3 2 1 0 0 0 0 4 1 0 0 2 39 2 0 1 2 3 1 0 0 5 0 8 2 3 0 0 4 1 3 5 2 2 1 898 0 1 4 10036 0 2 0 0 1 2 0 0 0 0 1 0 0 1 1 7764 1 0 95 36 27515 854 55 8 1351 3347 7 42 22 47 15 100 19811 6 2 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa"
"VTX00028" "OTU1.51147575364796e+32" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 6 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 21 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 7 0 5 7 5 1 2 7 0 6 1 29 2 4 18 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa"
"VTX00030" "OTU9.38245663638718e+32" 0 0 0 1 4 0 1 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 38 0 0 0 0 0 0 0 0 7 0 1 0 0 0 0 0 0 5 8 0 0 0 6 0 3 2 4 0 4 0 0 0 0 0 0 0 0 3 0 0 0 0 3 0 0 14 1 0 15 14 8 0 4 0 49 26 17 10 5 2 1 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa"
"VTX00030" "OTU3.65904549495191e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 39 4 70 11 2 4 11 14 0 0 0 0 0 21 62 0 1 5 0 173 0 0 0 2 0 1 0 0 2 1378 5 0 1 11 0 1 0 0 40 0 0 0 0 0 0 0 0 0 0 0 2 0 13 0 0 1 19 7 0 1 0 0 0 0 0 2 0 0 0 0 0 0 9 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Archaeosporales"
"VTX00030" "OTU1.04588105421101e+32" 0 0 0 1 2 0 0 3 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 11 0 2 2 2 0 0 0 1 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 4 0 1 2 0 10 9 3 3 2 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa"
"VTX00030" "OTU2.1624667656063e+32" 0 0 0 0 0 0 20 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 1 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 4 0 1 0 1 2 0 0 0 5 3 2 1 3 1 1 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa"
"VTX00030" "OTU8.56072688412777e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa"
"VTX00030" "OTU1.87513722908314e+32" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 8 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 81 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 2 0 4 0 0 0 11 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa"
"VTX00030" "OTU6.08734831815177e+32" 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 3 0 0 4 2 1 0 0 0 16 42 1 1 3 0 1 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa"
"VTX00030" "OTU8.563720508774e+32" 0 0 0 44 4 0 1 2 24 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 213 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 11 0 0 0 0 0 0 0 0 12 0 3 0 0 0 0 0 0 2 1 0 0 0 9 0 0 6 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 30 0 0 23 38 6 2 8 1 46 11 10 8 8 5 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa"
"VTX00030" "OTU8.30922524063112e+32" 0 0 1 3 49 0 3 4 0 0 1 13 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 0 0 0 0 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 14 0 0 0 0 2 0 0 0 0 0 3 2 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa"
"VTX00030" "OTU9.72345703198613e+32" 0 0 0 2 3 0 2 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa"
"VTX00030" "OTU1.54780019615224e+32" 0 24 0 0 23 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 46 0 0 0 0 0 0 0 0 1 0 0 0 0 5 0 0 0 0 1 1 0 0 0 0 0 0 0 3 0 1 0 0 1 0 0 0 4 2 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 8 0 0 11 1 0 6 13 3 0 7 0 14 4 6 12 9 2 1 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa"
"VTX00030" "OTU9.61440030324013e+32" 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 13 2 0 0 1 5 0 0 0 0 0 0 16 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa"
"VTX00030" "OTU5.90436551179938e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa"
"VTX00030" "OTU4.93405443325621e+31" 0 32 41 179 1135 2 200 309 257 12 7 416 0 36 2 167 11 1 1 0 2 1 4 848 1 114 106 45 9 1 8 38 2 0 189 1 397 1 1 2 0 1 0 2 0 2 2 3 2075 0 18 2 1 3657 0 1 0 139 0 2 1 3 2125 0 663 2 3 0 3 1 1 1388 1827 0 2 0 2576 3 244 1672 703 0 819 3 1 5 3 3 1 1 0 149 1 24 1 0 6735 0 0 7838 296 181 6600 16469 3208 973 3781 196 17218 4122 5964 3066 5476 3076 207 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa"
"VTX00030" "OTU5.74598446188762e+32" 0 0 0 2 1 0 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa"
"VTX00030" "OTU3.10582228998186e+32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 4 0 0 2 6 2 0 2 0 8 2 5 2 0 0 0 0 "D_0__Eukaryota; D_1__Opisthokonta; D_2__Nucletmycea; D_3__Fungi; D_4__Glomeromycota; D_5__Incertae Sedis; D_6__Glomeromycetes; D_7__Diversisporales; Ambiguous_taxa"
